"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0001335"	"W0T855"	"P07278"	"A3LN26"	"P36600"
"OG0001336"	"W0T7D9"	"P38324"	"A3LZG5"	"Q9P7M3"
"OG0001337"	"W0TBJ1"	"P38798"	"A3LN72"	"O13824"
"OG0001338"	"W0T470"	"P05626"	"A3LW37"	"O94373"
"OG0001340"	"W0TB96"	"Q12488"	"A3LWI1"	"Q9P7X6"
"OG0001341"	"W0T6N6"	"P12753"	"A3GHA0"	"Q9UTJ8"
"OG0001342"	"W0TEZ7"	"P38934"	"A3GGJ7"	"Q9P3W6"
"OG0001343"	"W0TA24"	"P25559"	"A3M0K8"	"Q09732"
"OG0001344"	"W0TCH5"	"P39692"	"A3LTZ0"	"Q09878"
"OG0001345"	"W0T4F5"	"P36010"	"A3LVN3"	"P49740"
"OG0001346"	"W0TDC7"	"P50079"	"A3GF79"	"Q9P3W2"
"OG0001347"	"W0TBJ2"	"P47026"	"A3LT49"	"Q9UTL4"
"OG0001348"	"W0TEF8"	"Q03976"	"A3LXJ9"	"Q09705"
"OG0001349"	"W0T852"	"P40031"	"A3GFA5"	"O94611"
"OG0001350"	"W0TEP3"	"P10663"	"A3LQN0"	"O42859"
"OG0001352"	"W0TC58"	"Q03941"	"A3LQL5"	"O74414"
"OG0001353"	"W0TE74"	"P32899"	"A3GH22"	"O13835"
"OG0001354"	"W0T4U7"	"Q02889"	"A3GFE0"	"P79082"
"OG0001355"	"W0TA21"	"Q02784"	"A3LWS1"	"Q9HDW8"
"OG0001356"	"W0T5G0"	"Q12461"	"A3LNJ4"	"Q9P7H4"
"OG0001357"	"W0TA29"	"Q06053"	"A3LUK5"	"Q9UTH9"
"OG0001359"	"W0T4A3"	"P00128"	"A3LXQ3"	"O74533"
"OG0001360"	"W0TFT9"	"P39073"	"A3LUB9"	"O13958"
"OG0001361"	"W0TF13"	"Q08951"	"A3LUD5"	"Q9UTL8"
"OG0001362"	"W0TEC1"	"Q03652"	"A3LQ44"	"Q9P6K5"
"OG0001363"	"W0T625"	"P32461"	"A3LSV9"	"Q10206"
"OG0001364"	"W0TE50"	"P07259"	"A3LXW2"	"Q09794"
"OG0001365"	"W0TH66"	"P38910"	"A3GGS7"	"O59804"
"OG0001366"	"W0T6U2"	"P36037"	"A3LYT2"	"O94289"
"OG0001367"	"W0T763"	"Q12017"	"A3LW62"	"Q9Y7L1"
"OG0001368"	"W0TAQ1"	"Q12751"	"A3LPD7"	"O42977"
"OG0001369"	"W0TE45"	"P47016"	"A3LY98"	"O94660"
"OG0001370"	"W0T6Q0"	"P47140"	"A3LVQ7"	"Q9UT84"
"OG0001371"	"W0THM0"	"P38702"	"A3LMZ6"	"O13805"
"OG0001372"	"W0TA58"	"P38886"	"A3LW27"	"O94444"
"OG0001373"	"W0TIV7"	"P53378"	"A3GF92"	"P25295"
"OG0001374"	"W0T6K4"	"P32324"	"A3LNB1"	"O14460"
"OG0001375"	"W0TIR8"	"P38736"	"A3LPH8"	"Q09835"
"OG0001376"	"W0TBW1"	"P48015"	"A3LT77"	"O14110"
"OG0001377"	"W0T7P9"	"P38286"	"A3LXZ3"	"Q10245"
"OG0001378"	"W0TBP0"	"P43639"	"A3LMY0"	"O94281"
"OG0001379"	"W0TG04"	"P40007"	"A3LU29"	"Q9Y7Z1"
"OG0001380"	"W0TGX6"	"P32904"	"A3GH23"	"Q09865"
"OG0001381"	"W0T858"	"P38523"	"A3M0H3"	"O43047"
"OG0001383"	"W0T912"	"P32864"	"A3LZI6"	"O60112"
"OG0001384"	"W0TFG9"	"P08536"	"A3GI41"	"P78937"
"OG0001386"	"W0TE70"	"Q08952"	"A3LUC9"	"O14284"
"OG0001387"	"W0T910"	"P36149"	"A3LUN1"	"Q9P6P5"
"OG0001388"	"W0TF04"	"P42938"	"A3GGZ1"	"Q9UUH3"
"OG0001389"	"W0T6F8"	"Q02776"	"A3GFM2"	"O13636"
"OG0001390"	"W0T687"	"Q12164"	"A3LXE0"	"Q9Y7Z5"
"OG0001391"	"W0T672"	"Q07844"	"A3LVD6"	"O14325"
"OG0001392"	"W0TFC1"	"P46681"	"A3LVT5"	"Q9C1X2"
"OG0001393"	"W0TEY8"	"Q06010"	"A3LRI0"	"O14077"
"OG0001394"	"W0T3Q2"	"P36163"	"A3LYP0"	"Q9P7G4"
"OG0001395"	"W0TAY4"	"Q04048"	"A3GF09"	"Q9P7R9"
"OG0001396"	"W0T7Y7"	"Q06338"	"A3GI12"	"O74907"
"OG0001397"	"W0THV3"	"Q04347"	"A3LXS5"	"O36018"
"OG0001398"	"W0TGB1"	"P34167"	"A3LV28"	"O14369"
"OG0001399"	"W0TF20"	"P47147"	"A3LPR3"	"O13819"
"OG0001400"	"W0T9D3"	"P32377"	"A3LYL4"	"O13963"
"OG0001401"	"W0TFL4"	"P40303"	"A3M057"	"Q10329"
"OG0001402"	"W0TGD1"	"P28777"	"A3LYZ8"	"O74413"
"OG0001403"	"W0TCA8"	"P40005"	"A3GFN1"	"Q9UTC9"
"OG0001404"	"W0THJ1"	"P50947"	"A3LU83"	"O74736"
"OG0001405"	"W0T8I8"	"P49956"	"A3LXN3"	"Q9USQ1"
"OG0001406"	"W0TG00"	"P29055"	"A3LYP5"	"O13749"
"OG0001407"	"W0T9G6"	"P32803"	"A3LZ00"	"Q9P7I9"
"OG0001408"	"W0TAC1"	"P54000"	"A3LSR4"	"P87294"
"OG0001409"	"W0T4Q6"	"P36120"	"A3LWH3"	"O60173"
"OG0001410"	"W0TEG9"	"P17505"	"A3GGD9"	"Q9Y7R8"
"OG0001411"	"W0TC23"	"Q04660"	"A3LXF0"	"O74399"
"OG0001412"	"W0TF53"	"P38339"	"A3GFQ9"	"O94466"
"OG0001413"	"W0TEF5"	"P40518"	"A3LXX7"	"Q10316"
"OG0001414"	"W0T5A9"	"Q04305"	"A3LU49"	"O94365"
"OG0001415"	"W0TEH1"	"P27515"	"A3LPT4"	"O74427"
"OG0001416"	"W0T2L1"	"Q99186"	"A3LVW0"	"Q09718"
"OG0001417"	"W0T8X2"	"Q12234"	"A3LT42"	"O42903"
"OG0001418"	"W0T5L7"	"Q06337"	"A3LZL3"	"O59773"
"OG0001419"	"W0T5G3"	"P25578"	"A3M0J9"	"Q9HDW1"
"OG0001421"	"W0T5V1"	"P53552"	"A3LT02"	"Q09779"
"OG0001422"	"W0THT2"	"Q03071"	"A3LXC0"	"Q9USX9"
"OG0001423"	"W0T9Q1"	"P39521"	"A3LVY8"	"O14270"
"OG0001424"	"W0TBL1"	"Q05468"	"A3LYG5"	"O13796"
"OG0001425"	"W0TDK8"	"Q12343"	"A3LYF7"	"Q9Y821"
"OG0001426"	"W0T9P5"	"P32565"	"A3LPQ1"	"O74762"
"OG0001427"	"W0T6U6"	"P47123"	"A3LV09"	"O75002"
"OG0001428"	"W0TG22"	"P36520"	"A3GG65"	"Q9Y7M5"
"OG0001429"	"W0T9W9"	"P04456"	"A3LV58"	"O74391"
"OG0001430"	"W0TGC5"	"Q03774"	"A3LPG0"	"O74863"
"OG0001431"	"W0T9P0"	"P31386"	"A3LSI0"	"O42645"
"OG0001432"	"W0T9L5"	"P53297"	"A3LNE7"	"Q9USW1"
"OG0001433"	"W0T6W5"	"P35201"	"A3LXP4"	"Q9USR9"
"OG0001434"	"W0T8R5"	"P47037"	"A3LUE4"	"O42649"
"OG0001435"	"W0TG09"	"P38174"	"A3LTA9"	"O60085"
"OG0001436"	"W0TD03"	"P40029"	"A3LMS3"	"Q09859"
"OG0001437"	"W0T6H9"	"Q03406"	"A3GIA9"	"Q9P7C8"
"OG0001438"	"W0TFL3"	"P40469"	"A3LP18"	"Q9UTR1"
"OG0001439"	"W0TEH6"	"Q00955"	"A3GH39"	"P78820"
"OG0001440"	"W0TDM1"	"Q12163"	"A3LPG6"	"Q9US59"
"OG0001441"	"W0T6S1"	"Q04500"	"A3LS44"	"P87137"
"OG0001442"	"W0THL7"	"Q04751"	"A3GGD1"	"Q9USH6"
"OG0001443"	"W0TEP2"	"Q05809"	"A3LNZ3"	"O59799"
"OG0001444"	"W0TGW9"	"P40350"	"A3LR09"	"O60061"
"OG0001445"	"W0TA46"	"P53937"	"A3LSH2"	"O59772"
"OG0001446"	"W0TES1"	"Q06504"	"A3LQL1"	"O74457"
"OG0001447"	"W0TFR0"	"P53157"	"A3LUD8"	"O74847"
"OG0001448"	"W0TBG4"	"P39012"	"A3LWK7"	"Q9US48"
"OG0001449"	"W0T732"	"Q12229"	"A3LS54"	"O74498"
"OG0001450"	"W0THN0"	"O14464"	"A3GG23"	"O94690"
"OG0001451"	"W0T6N9"	"P53852"	"A3GHT7"	"Q09860"
"OG0001452"	"W0T6V7"	"P36057"	"A3LZ05"	"O13950"
"OG0001453"	"W0TAN3"	"P18759"	"A3GI18"	"Q9P7Q4"
"OG0001454"	"W0TDI6"	"Q04629"	"A3LXR6"	"O60069"
"OG0001455"	"W0TGJ4"	"P53946"	"A3M088"	"Q9Y7X8"
"OG0001456"	"W0T4Q9"	"P36162"	"A3GG39"	"Q9UTG8"
"OG0001457"	"W0TH06"	"P25451"	"A3LY94"	"Q9Y7T8"
"OG0001458"	"W0T6J5"	"P12904"	"A3LRG2"	"Q10343"
"OG0001459"	"W0T524"	"P25038"	"A3LY41"	"O59683"
"OG0001460"	"W0T7B5"	"P41318"	"A3LXZ1"	"O74184"
"OG0001461"	"W0T4F3"	"P33298"	"A3LNB5"	"O74894"
"OG0001462"	"W0TKE7"	"Q12350"	"A3LWZ2"	"Q10247"
"OG0001463"	"W0T5V8"	"Q06525"	"A3LZS6"	"Q09685"
"OG0001465"	"W0T552"	"P38262"	"A3LUZ9"	"O74845"
"OG0001466"	"W0TEU3"	"P26637"	"A3LV95"	"Q10490"
"OG0001467"	"W0T5M1"	"P08456"	"A3GFM0"	"O94584"
"OG0001468"	"W0T8X7"	"P32266"	"A3GGI6"	"P87320"
"OG0001469"	"W0T4L8"	"P40210"	"A3GFT2"	"O74775"
"OG0001470"	"W0T9G5"	"P38805"	"A3LTK4"	"O14180"
"OG0001471"	"W0TIQ6"	"P40968"	"A3GI13"	"O43071"
"OG0001472"	"W0TEW0"	"P08018"	"A3LPZ8"	"P33886"
"OG0001473"	"W0TB21"	"P20434"	"A3GI06"	"Q09191"
"OG0001474"	"W0TBA5"	"P36108"	"A3LZE7"	"O14177"
"OG0001475"	"W0TD39"	"Q12680"	"A3LQK2"	"Q9C102"
"OG0001476"	"W0T5R8"	"Q06624"	"A3GGZ2"	"P79064"
"OG0001477"	"W0THC6"	"P40987"	"A3LUG3"	"Q10197"
"OG0001478"	"W0T519"	"P43593"	"A3GFE2"	"Q92353"
"OG0001479"	"W0T3D3"	"P53327"	"A3LNR5"	"O60072"
"OG0001480"	"W0TF48"	"P40362"	"A3LWK2"	"P78750"
"OG0001481"	"W0TBK1"	"P06843"	"A3GEW0"	"O94714"
"OG0001482"	"W0T373"	"Q04693"	"A3LP29"	"Q9UTT2"
"OG0001483"	"W0TFZ1"	"Q99383"	"A3LZT4"	"O94432"
"OG0001484"	"W0TGY0"	"P53305"	"A3GFK4"	"O14358"
"OG0001485"	"W0TC56"	"P10869"	"A3GF89"	"O60163"
"OG0001486"	"W0T480"	"P48363"	"A3LZT7"	"Q10143"
"OG0001487"	"W0T9Z3"	"P38712"	"A3LS22"	"Q9P6N8"
"OG0001488"	"W0T2S5"	"P40014"	"A3LY14"	"Q10430"
"OG0001489"	"W0T8C2"	"P38439"	"A3M0P1"	"Q9P6R2"
"OG0001490"	"W0T5Q4"	"Q12194"	"A3LTZ9"	"O42956"
"OG0001491"	"W0TFH3"	"P42826"	"A3GF74"	"Q9C0U6"
"OG0001492"	"W0T6C5"	"P25580"	"A3LV15"	"O94472"
"OG0001493"	"W0T881"	"Q06677"	"A3LZ08"	"O13773"
"OG0001494"	"W0TGV1"	"P43588"	"A3LWP3"	"P41878"
"OG0001496"	"W0T6K8"	"P38122"	"A3GFD5"	"Q09672"
"OG0001497"	"W0T4T0"	"P25560"	"A3LYU5"	"Q10358"
"OG0001498"	"W0TIJ6"	"P34222"	"A3M0I6"	"O13830"
"OG0001499"	"W0TB87"	"P40348"	"A3LWJ5"	"Q09843"
"OG0001500"	"W0T6D7"	"Q03868"	"A3GEX7"	"O13992"
"OG0001501"	"W0TEQ3"	"Q04121"	"A3LUU6"	"O13726"
"OG0001503"	"W0TDN6"	"P27801"	"A3LXP9"	"O74925"
"OG0001504"	"W0TF80"	"P54730"	"A3LU13"	"Q9P7L2"
"OG0001505"	"W0TDZ9"	"P38744"	"A3LMW2"	"O42658"
"OG0001506"	"W0TAB5"	"P32363"	"A3M0A1"	"P87172"
"OG0001507"	"W0TB14"	"P53068"	"A3LWW0"	"O42971"
"OG0001508"	"W0T7Q5"	"P40098"	"A3LNQ1"	"P87124"
"OG0001509"	"W0TGN1"	"P53861"	"A3LXG6"	"O59671"
"OG0001510"	"W0T8E4"	"P06103"	"A3LY29"	"Q10425"
"OG0001511"	"W0T7J6"	"Q05911"	"A3LXY7"	"O60105"
"OG0001512"	"W0TIQ3"	"P40515"	"A3M0L6"	"Q9USZ8"
"OG0001513"	"W0T3N2"	"P36049"	"A3LU93"	"O13802"
"OG0001514"	"W0TC35"	"P32770"	"A3LQH5"	"O13801"
"OG0001515"	"W0TD91"	"P38748"	"A3LTI0"	"O13747"
"OG0001516"	"W0TB52"	"P39522"	"A3LQP2"	"Q10318"
"OG0001517"	"W0THQ9"	"P14922"	"A3GHN1"	"O60184"
"OG0001518"	"W0TCP4"	"Q03151"	"A3LQS4"	"O74776"
"OG0001519"	"W0TK18"	"P32337"	"A3LPM2"	"O74476"
"OG0001521"	"W0TEG5"	"P39525"	"A3LZS7"	"O94297"
"OG0001522"	"W0TD27"	"P32354"	"A3LRT8"	"O42709"
"OG0001523"	"W0T4K9"	"P32480"	"A3LVM3"	"O74309"
"OG0001524"	"W0TCU3"	"P36533"	"A3LQ16"	"O74394"
"OG0001525"	"W0TBI3"	"P32477"	"A3LWV8"	"Q09768"
"OG0001526"	"W0T7E5"	"P32473"	"A3LYM2"	"Q09171"
"OG0001527"	"W0T9Q4"	"P36151"	"A3GFZ8"	"O13899"
"OG0001528"	"W0TCW5"	"P41812"	"A3LQU2"	"Q9UTA4"
"OG0001529"	"W0TGS2"	"P32844"	"A3LNE6"	"O74846"
"OG0001530"	"W0TAS3"	"P46971"	"A3LW31"	"O42933"
"OG0001531"	"W0TEC6"	"P38719"	"A3LP87"	"Q9HGM5"
"OG0001532"	"W0TCQ8"	"Q08826"	"A3LQC3"	"O94291"
"OG0001534"	"W0THR2"	"P46151"	"A3LW82"	"O74927"
"OG0001535"	"W0TED6"	"P32263"	"A3LST6"	"Q9P7Y7"
"OG0001536"	"W0TID5"	"P25039"	"A3GHT9"	"Q9USZ1"
"OG0001537"	"W0TJY5"	"P40481"	"A3LRX1"	"Q9UTQ8"
"OG0001538"	"W0TG26"	"Q99344"	"A3LUU1"	"Q09765"
"OG0001540"	"W0TFS1"	"Q03784"	"A3LR64"	"O43041"
"OG0001541"	"W0TB29"	"P32351"	"A3GEZ7"	"P87132"
"OG0001542"	"W0TE75"	"P53941"	"A3LXW4"	"O13823"
"OG0001543"	"W0TFU4"	"Q06709"	"A3LSH1"	"O59811"
"OG0001544"	"W0THC5"	"P38792"	"A3LTN3"	"Q09704"
"OG0001545"	"W0THS8"	"P23797"	"A3LQA9"	"Q9HDW9"
"OG0001546"	"W0T6L2"	"P53141"	"A3LQV3"	"Q09196"
"OG0001547"	"W0T940"	"P32617"	"A3GF12"	"Q9UTE8"
"OG0001548"	"W0T8L2"	"P47061"	"A3GFA9"	"P87129"
"OG0001549"	"W0TFD6"	"P53550"	"A3LZ25"	"O13828"
"OG0001550"	"W0TCZ5"	"Q12248"	"A3GI56"	"P87297"
"OG0001551"	"W0T5H0"	"P53731"	"A3GFR5"	"O14241"
"OG0001552"	"W0T8U9"	"P52593"	"A3LQ80"	"Q9P7M8"
"OG0001553"	"W0TC32"	"P40094"	"A3LRT7"	"Q9Y7Z4"
"OG0001554"	"W0TG41"	"Q06106"	"A3GHA2"	"O13620"
"OG0001555"	"W0TDG7"	"P15202"	"A3LNL4"	"P55306"
"OG0001556"	"W0TDU1"	"Q12453"	"A3LQX1"	"O13733"
"OG0001557"	"W0TDR8"	"P40096"	"A3GGG4"	"Q10315"
"OG0001558"	"W0T5K0"	"P38909"	"A3LVM2"	"O13809"
"OG0001559"	"W0T9L1"	"P22438"	"A3LNS6"	"O14000"
"OG0001560"	"W0T4W7"	"P22216"	"A3LNW8"	"Q09170"
"OG0001561"	"W0T961"	"Q99189"	"A3LVL3"	"Q9USZ2"
"OG0001562"	"W0T7B9"	"P38921"	"A3M0K7"	"Q10442"
"OG0001563"	"W0T8R3"	"P13393"	"A3GFP3"	"P17871"
"OG0001564"	"W0TG79"	"P00127"	"A3GHE9"	"O42932"
"OG0001566"	"W0TDL5"	"P38077"	"A3M0G0"	"O74754"
"OG0001567"	"W0TAG3"	"Q04067"	"A3GGU2"	"P78795"
"OG0001568"	"W0TA02"	"Q03375"	"A3LPL7"	"O14161"
"OG0001569"	"W0T7C0"	"P33750"	"A3LNJ0"	"O74340"
"OG0001570"	"W0TBI6"	"P40034"	"A3GH35"	"O94603"
"OG0001571"	"W0T8U7"	"P47068"	"A3LWT1"	"O42854"
"OG0001572"	"W0T548"	"Q04272"	"A3LN98"	"O94318"
"OG0001573"	"W0T5Q3"	"P25374"	"A3M0K6"	"O74351"
"OG0001574"	"W0TBA4"	"P47045"	"A3LSM0"	"O94624"
"OG0001575"	"W0TF60"	"P54781"	"A3LY49"	"O13820"
"OG0001576"	"W0TBP4"	"Q12029"	"A3LQ82"	"O13793"
"OG0001577"	"W0T9T1"	"P32621"	"A3LQ03"	"Q9UT35"
"OG0001580"	"W0TK65"	"Q08822"	"A3LZC1"	"P87111"
"OG0001581"	"W0TKG3"	"Q3E7A4"	"A3LY95"	"O74347"
"OG0001582"	"W0TC48"	"P22213"	"A3GEZ0"	"O74534"
"OG0001583"	"W0T8D2"	"Q08285"	"A3GFJ8"	"O13903"
"OG0001584"	"W0T772"	"Q02932"	"A3LPI6"	"O94545"
"OG0001586"	"W0T8Z7"	"P26793"	"A3M056"	"P39750"
"OG0001588"	"W0T8B6"	"P21182"	"A3LZD3"	"Q9P7E3"
"OG0001589"	"W0TH73"	"P36078"	"A3LPH4"	"O14033"
"OG0001590"	"W0TEK0"	"P19097"	"A3GHG3"	"Q10289"
"OG0001591"	"W0TJ21"	"P40013"	"A3GFL9"	"Q10113"
"OG0001592"	"W0TDJ8"	"P32569"	"A3LRF0"	"P87306"
"OG0001593"	"W0T5K1"	"P49955"	"A3LTJ7"	"Q10178"
"OG0001594"	"W0TE31"	"P38152"	"A3GHL8"	"O13844"
"OG0001595"	"W0TEG8"	"P20435"	"A3LVF6"	"P36595"
"OG0001596"	"W0TCH9"	"P40546"	"A3GFA0"	"Q10183"
"OG0001597"	"W0TES2"	"Q08760"	"A3GHI7"	"Q9P7S8"
"OG0001598"	"W0TAV7"	"Q07468"	"A3LUK3"	"O13955"
"OG0001599"	"W0TA84"	"Q06685"	"A3LZG9"	"O74429"
"OG0001600"	"W0TAS9"	"P31116"	"A3LRB1"	"O94671"
"OG0001601"	"W0T6A6"	"P47079"	"A3GFA7"	"P78921"
"OG0001602"	"W0TDG0"	"P51534"	"A3LN82"	"O74994"
"OG0001603"	"W0TCH7"	"P38340"	"A3LWD7"	"O13748"
"OG0001604"	"W0TD09"	"P34110"	"A3LT23"	"O74552"
"OG0001605"	"W0TAZ8"	"P15454"	"A3LVL2"	"Q9P6I5"
"OG0001606"	"W0TCC8"	"Q08723"	"A3LVD0"	"O74440"
"OG0001607"	"W0TAN9"	"P38147"	"A3LYH8"	"P34208"
"OG0001609"	"W0TK04"	"P03965"	"A3M0G6"	"O94313"
"OG0001610"	"W0T520"	"P04786"	"A3LUX2"	"P07799"
"OG0001611"	"W0TAV5"	"P19524"	"A3GI45"	"O94477"
"OG0001612"	"W0T8R9"	"P53093"	"A3LZK1"	"Q9P6P8"
"OG0001613"	"W0T4Q4"	"P38132"	"A3LTZ2"	"O75001"
"OG0001615"	"W0T561"	"P11914"	"A3LZ87"	"O94745"
"OG0001616"	"W0TBL6"	"P32559"	"A3LMT2"	"Q9UTE7"
"OG0001617"	"W0TBV1"	"P28320"	"A3LNE5"	"Q9P7C5"
"OG0001618"	"W0TAN4"	"P32849"	"A3LMX5"	"P36607"
"OG0001619"	"W0T656"	"P23968"	"A3GHV8"	"O14046"
"OG0001620"	"W0T8F0"	"O74700"	"A3LY65"	"Q9P7K0"
"OG0001621"	"W0TAA9"	"P32912"	"A3LUQ5"	"O74509"
"OG0001622"	"W0T3D1"	"P39112"	"A3LU45"	"Q1MTN7"
"OG0001623"	"W0TEE6"	"Q06070"	"A3LUK0"	"C6Y4B4"
"OG0001624"	"W0TI00"	"P40499"	"A3LXU9"	"O13909"
"OG0001625"	"W0T7W0"	"P37267"	"A3LQD9"	"Q9USV6"
"OG0001626"	"W0TEY6"	"P30822"	"A3GH27"	"P14068"
"OG0001627"	"W0T8E9"	"P47058"	"A3LN58"	"O94642"
"OG0001628"	"W0TFM5"	"P40498"	"A3LXV1"	"O74974"
"OG0001629"	"W0T485"	"Q02908"	"A3LPZ7"	"O14023"
"OG0001630"	"W0T9V4"	"Q06839"	"A3LRJ8"	"Q9Y7N9"
"OG0001631"	"W0TGK7"	"P25044"	"A3LZ13"	"P32587"
"OG0001632"	"W0T7B3"	"P25651"	"A3GIE3"	"O13684"
"OG0001633"	"W0TAN0"	"P39685"	"A3LMW3"	"O94385"
"OG0001634"	"W0T7K2"	"P45818"	"A3GHW9"	"Q09775"
"OG0001635"	"W0T882"	"Q02931"	"A3GGI7"	"O13878"
"OG0001636"	"W0TF58"	"P29703"	"A3LQ88"	"O60052"
"OG0001637"	"W0T7A7"	"P32910"	"A3LTC9"	"O94553"
"OG0001638"	"W0T8H0"	"P22515"	"A3LQ33"	"O94609"
"OG0001639"	"W0T921"	"P39677"	"A3LWR2"	"O94429"
"OG0001640"	"W0T5G6"	"P22007"	"A3LS53"	"O13782"
"OG0001641"	"W0TA13"	"P25604"	"A3GFP8"	"Q7Z992"
"OG0001642"	"W0T4K2"	"P38260"	"A3LUY1"	"O43030"
"OG0001643"	"W0T675"	"P0CG63"	"A3LZJ4"	"P0CG72"
"OG0001644"	"W0T3M2"	"P34237"	"A3LRQ8"	"O59795"
"OG0001645"	"W0TDB7"	"Q12156"	"A3LUZ1"	"O13808"
"OG0001646"	"W0TGT9"	"Q02771"	"A3GFL6"	"C6Y4C1"
"OG0001647"	"W0T390"	"P34111"	"A3LS98"	"Q9UST7"
"OG0001648"	"W0TCQ5"	"Q03713"	"A3LVL1"	"Q9UTB1"
"OG0001649"	"W0TFE7"	"P32790"	"A3LRN7"	"O13736"
"OG0001650"	"W0T9X7"	"P40046"	"A3LNF0"	"Q9UR17"
"OG0001651"	"W0T8D8"	"P25515"	"A3GHK3"	"P50515"
"OG0001652"	"W0TAY7"	"Q04049"	"A3LN71"	"O42917"
"OG0001653"	"W0TFC9"	"P25441"	"A3GGF0"	"O74857"
"OG0001654"	"W0T6Y8"	"P30656"	"A3LVY9"	"P30655"
"OG0001655"	"W0TDL2"	"Q12125"	"A3LVA6"	"O74432"
"OG0001656"	"W0TE66"	"P38334"	"A3GFJ3"	"Q9USZ5"
"OG0001657"	"W0TJD3"	"P40080"	"A3LZ04"	"Q9C0V9"
"OG0001658"	"W0T6P0"	"P32558"	"A3GF17"	"O94267"
"OG0001659"	"W0T7G8"	"P47113"	"A3GFC0"	"Q10951"
"OG0001662"	"W0T3H0"	"P25040"	"A3LY40"	"P87156"
"OG0001663"	"W0T6X0"	"P25348"	"A3M054"	"O94379"
"OG0001664"	"W0TB83"	"P47122"	"A3LWI9"	"O42906"
"OG0001665"	"W0T6X4"	"Q12369"	"A3LSM3"	"O13652"
"OG0001666"	"W0T453"	"Q12265"	"A3LVW1"	"P87171"
"OG0001667"	"W0TA01"	"P38282"	"A3GI08"	"Q9P7H6"
"OG0001668"	"W0TC34"	"P23748"	"A3LP43"	"P06652"
"OG0001669"	"W0T3V6"	"P38865"	"A3LQE9"	"Q9USV7"
"OG0001670"	"W0T4Y5"	"Q3E705"	"A3LNR4"	"Q09867"
"OG0001671"	"W0TAJ2"	"P54787"	"A3LTH4"	"O74396"
"OG0001672"	"W0TK81"	"O60200"	"A3GG82"	"Q96VG1"
"OG0001673"	"W0T4U8"	"P38863"	"A3LPA0"	"Q9Y705"
"OG0001675"	"W0TDA9"	"P18480"	"A3GHL2"	"Q09699"
"OG0001676"	"W0T3W8"	"P38875"	"A3LTJ4"	"O94380"
"OG0001677"	"W0TD72"	"P43571"	"A3LXE5"	"Q9UT41"
"OG0001678"	"W0T8U1"	"P53188"	"A3GFP2"	"Q9UTJ4"
"OG0001679"	"W0T4I1"	"P53230"	"A3LVC5"	"O74339"
"OG0001680"	"W0TCL6"	"P34234"	"A3LX72"	"O13777"
"OG0001681"	"W0T6K0"	"P38297"	"A3LS57"	"Q9USY7"
"OG0001682"	"W0TEH3"	"P36080"	"A3LTT8"	"O43082"
"OG0001683"	"W0T7L1"	"P32342"	"A3LR56"	"O13804"
"OG0001684"	"W0TFA6"	"P39730"	"A3LPM4"	"Q10251"
"OG0001685"	"W0THA5"	"P40496"	"A3LYR9"	"O42911"
"OG0001686"	"W0TA90"	"P08432"	"A3LX74"	"Q9UQW9"
"OG0001687"	"W0T799"	"Q12251"	"A3LT62"	"Q8TFH2"
"OG0001688"	"W0TF54"	"Q08237"	"A3GHY4"	"O94375"
"OG0001689"	"W0T9P6"	"P12754"	"A3LZJ1"	"Q09924"
"OG0001690"	"W0TI03"	"P53720"	"A3LU67"	"O74731"
"OG0001691"	"W0TAE1"	"P53067"	"A3M0L5"	"Q10297"
"OG0001692"	"W0TGJ2"	"P38064"	"A3LMT6"	"Q9Y822"
"OG0001693"	"W0T816"	"P53878"	"A3LNL9"	"O13822"
"OG0001694"	"W0T950"	"P32641"	"A3GGH4"	"P50531"
"OG0001696"	"W0TJU9"	"P02309"	"A3LXD4"	"P09322"
"OG0001697"	"W0TGI0"	"P40483"	"A3LUD3"	"Q9US12"
"OG0001698"	"W0T9M1"	"P36421"	"A3GGK9"	"O14055"
"OG0001699"	"W0TI35"	"P07172"	"A3LSV4"	"P36605"
"OG0001700"	"W0TF30"	"P47134"	"A3M035"	"O14064"
"OG0001701"	"W0TBW6"	"P47169"	"A3LW26"	"Q1K9C2"
"OG0001702"	"W0TBP7"	"Q3E835"	"A3GI04"	"O74807"
"OG0001704"	"W0T7V6"	"Q07895"	"A3M0M9"	"O94439"
"OG0001705"	"W0T6K6"	"P38329"	"A3LQ53"	"O60146"
"OG0001706"	"W0TCT7"	"Q01560"	"A3GGU4"	"P78814"
"OG0001707"	"W0TCP1"	"P33416"	"A3LN85"	"O74402"
"OG0001708"	"W0T8N6"	"P53073"	"A3LPJ1"	"O94520"
"OG0001709"	"W0TCH1"	"P35184"	"A3LQN5"	"O13982"
"OG0001710"	"W0T4S0"	"P38127"	"A3LU99"	"Q9P6L7"
"OG0001711"	"W0TH65"	"P40012"	"A3LPR7"	"Q10062"
"OG0001712"	"W0TF64"	"P39731"	"A3LU70"	"Q9Y738"
"OG0001713"	"W0T7D6"	"P53273"	"A3M0G5"	"Q09764"
"OG0001714"	"W0TGR3"	"P35734"	"A3GG83"	"Q9P6S5"
"OG0001715"	"W0T964"	"P30665"	"A3GHX5"	"P29458"
