Accession	Description	PrimaryGeneName	GeneName	repl1_g_per_gDW	repl2_g_per_gDW	repl3_g_per_gDW
P32325	DDK kinase regulatory subunit DBF4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF4 PE=1 SV=2	DBF4	YDR052C	2.44177317834762e-06	1.89741207380904e-06	2.18505054501687e-06
P32327	Pyruvate carboxylase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PYC2 PE=1 SV=2	PYC2	YBR218C	0.00020353835838592	0.000163871821917305	0.000178532626332922
P32328	Serine/threonine-protein kinase DBF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DBF20 PE=1 SV=2	DBF20	YPR111W	8.64366015755114e-06	6.99801716974538e-06	7.98271121856448e-06
P32329	Aspartic proteinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPS1 PE=1 SV=2	YPS1	YLR120C	1.07880020875986e-05	9.9388076155258e-06	1.07378338625884e-05
P32331	Mitochondrial glycine transporter YMC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMC1 PE=1 SV=2	YMC1	YPR058W	1.9698239808877e-05	1.67419595589975e-05	1.79299406297985e-05
P32332	Mitochondrial oxaloacetate transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OAC1 PE=1 SV=1	OAC1	YKL120W	0.000137642291379709	0.000118598615479828	0.000124399280192356
P32333	TATA-binding protein-associated factor MOT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOT1 PE=1 SV=1	MOT1	YPL082C	2.86143028834655e-05	2.23357798182991e-05	2.41462427700149e-05
P32335	Protein MSS51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSS51 PE=1 SV=2	MSS51	YLR203C	2.53126750868464e-05	2.21100422984458e-05	2.26879867193945e-05
P32336	Protein NUD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUD1 PE=1 SV=2	NUD1	YOR373W	3.88751999841528e-06	3.31995578535322e-06	3.55163520185523e-06
P32337	Importin subunit beta-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSE1 PE=1 SV=2	PSE1	YMR308C	0.000100271622241223	8.95061203676032e-05	9.26547512504152e-05
P32338	Zinc finger protein RME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RME1 PE=1 SV=1	RME1	YGR044C	2.45213047811536e-06	1.7680784708521e-06	2.00414065780894e-06
P32339	Heme-binding protein HMX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMX1 PE=2 SV=3	HMX1	YLR205C	7.88434578860068e-07	6.38020547453776e-07	7.41872973378952e-07
P32340	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NDI1 PE=1 SV=1	NDI1	YML120C	2.12649720989736e-05	1.79012337644773e-05	1.84878903297328e-05
P32341	Vacuolar ATPase assembly integral membrane protein VPH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPH2 PE=1 SV=1	VPH2	YKL119C	1.7320359981022e-06	1.59663422911066e-06	1.57192851159474e-06
P32342	Signal recognition particle subunit SRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP21 PE=1 SV=3	SRP21	YKL122C	5.76558381117331e-06	5.10649046168332e-06	6.6328758983961e-06
P32345	Serine/threonine-protein phosphatase 4 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPH3 PE=1 SV=2	PPH3	YDR075W	1.01828852771883e-05	6.59325809703103e-06	7.20472500042827e-06
P32347	Uroporphyrinogen decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM12 PE=1 SV=1	HEM12	YDR047W	1.57866494541581e-05	1.34443939850906e-05	1.44851601387197e-05
P32349	DNA-directed RNA polymerase III subunit RPC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC82 PE=1 SV=2	RPC82	YPR190C	1.67835472200444e-05	1.48703459319831e-05	1.56954704241506e-05
P32351	Sugar utilization regulatory protein IMP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMP2' PE=1 SV=2	IMP2'	YIL154C	4.81493880087428e-06	4.11150641832018e-06	4.41098669434652e-06
P32352	C-8 sterol isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG2 PE=1 SV=1	ERG2	YMR202W	0.000220310123241552	0.000172473055472618	0.000219308568524774
P32353	Delta(7)-sterol 5(6)-desaturase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG3 PE=1 SV=1	ERG3	YLR056W	7.44762348406798e-05	6.27132169160195e-05	6.74474318960739e-05
P32354	Minichromosome maintenance protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM10 PE=1 SV=2	MCM10	YIL150C	8.34930181677053e-07	6.96950509236875e-07	7.56097557058106e-07
P32356	Neutral trehalase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NTH1 PE=1 SV=3	NTH1	YDR001C	1.60763198214753e-05	1.36085276287697e-05	1.44300632011003e-05
P32361	Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IRE1 PE=1 SV=2	IRE1	YHR079C	3.35210525783216e-06	2.9876845442077e-06	3.37504326081799e-06
P32364	Kinesin-related protein SMY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMY1 PE=1 SV=1	SMY1	YKL079W	1.2203585036685e-05	1.05188677525341e-05	1.11076643607571e-05
P32366	V-type proton ATPase subunit d OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA6 PE=1 SV=2	VMA6	YLR447C	0.000117004784084202	9.76389528005141e-05	0.0001052110647804
P32367	Transcription factor tau 95 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFC1 PE=1 SV=1	TFC1	YBR123C	1.03449054698062e-05	8.98956500018563e-06	9.50243292511172e-06
P32368	Phosphoinositide phosphatase SAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAC1 PE=1 SV=1	SAC1	YKL212W	7.88748050401094e-05	6.70328996858351e-05	7.2283649076507e-05
P32377	Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MVD1 PE=1 SV=2	MVD1	YNR043W	8.40193080352145e-05	6.85368272751793e-05	7.30273431780491e-05
P32378	4-hydroxybenzoate polyprenyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COQ2 PE=1 SV=1	COQ2	YNR041C	5.54278118922592e-06	4.56516595103507e-06	4.77903184182816e-06
P32379	Proteasome subunit alpha type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUP2 PE=1 SV=2	PUP2	YGR253C	8.78658878839847e-05	7.14209909257869e-05	7.8489702172676e-05
P32380	Spindle pole body component 110 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC110 PE=1 SV=1	SPC110	YDR356W	4.35508180219343e-05	3.7963620757291e-05	3.97237624818456e-05
P32381	Actin-related protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP2 PE=1 SV=1	ARP2	YDL029W	4.80098834474228e-05	4.13427896135795e-05	4.42300119161863e-05
P32386	ATP-dependent bile acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBT1 PE=1 SV=2	YBT1	YLL048C	7.58815379930792e-05	6.43608864228092e-05	7.51278874246597e-05
P32387	54S ribosomal protein L41, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP20 PE=1 SV=1	MRP20	YDR405W	1.20186458307057e-05	1.04785747626157e-05	1.09855427782825e-05
P32388	54S ribosomal protein MRP49, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP49 PE=1 SV=1	MRP49	YKL167C	8.23246231997498e-06	7.43439684763812e-06	7.80755362201822e-06
P32389	Transcriptional activator of sulfur metabolism MET4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET4 PE=1 SV=2	MET4	YNL103W	5.8141282370585e-06	4.56799288142855e-06	4.7841333755035e-06
P32419	Malate dehydrogenase, peroxisomal OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDH3 PE=1 SV=3	MDH3	YDL078C	4.51943708377461e-05	3.91090977210149e-05	4.10938429514375e-05
P32432	Transcription factor SFP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFP1 PE=1 SV=1	SFP1	YLR403W	1.12601291609568e-05	9.50382945934488e-06	1.01571245452541e-05
P32445	Single-stranded DNA-binding protein RIM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM1 PE=1 SV=1	RIM1	YCR028C-A	0.000115360052427119	9.30705557676931e-05	0.000100170070593918
P32447	Histone chaperone ASF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASF1 PE=1 SV=1	ASF1	YJL115W	1.93330747263912e-05	1.55670278255076e-05	1.72395451376329e-05
P32449	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO4 PE=1 SV=2	ARO4	YBR249C	0.00039200347327145	0.000320144994962816	0.000347216588955435
P32451	Biotin synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BIO2 PE=1 SV=2	BIO2	YGR286C	2.2026118047522e-05	2.04287283691183e-05	1.98645801366404e-05
P32452	Putative prephenate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHA2 PE=1 SV=3	PHA2	YNL316C	5.35429980394468e-06	4.60735333855348e-06	4.8389406792785e-06
P32453	Protein ATP11, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP11 PE=1 SV=1	ATP11	YNL315C	1.5884613155989e-05	1.38447730485397e-05	1.43558940410646e-05
P32454	Aminopeptidase 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE2 PE=1 SV=4	APE2	YKL157W	0.000114291867951639	9.63794509669261e-05	0.000102212045001555
P32457	Cell division control protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC3 PE=1 SV=3	CDC3	YLR314C	4.49519392774484e-05	3.67847546210455e-05	3.91930457289863e-05
P32458	Cell division control protein 11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC11 PE=1 SV=1	CDC11	YJR076C	4.74729874288142e-05	3.80187825659661e-05	4.13076226014545e-05
P32459	Ureidoglycolate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAL3 PE=1 SV=1	DAL3	YIR032C	4.02086559725819e-06	3.64410897192216e-06	3.75676519360562e-06
P32460	Protein DCG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DCG1 PE=2 SV=1	DCG1	YIR030C	2.32824322625062e-06	1.92466236850382e-06	2.09134511328563e-06
P32461	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPH2 PE=1 SV=1	DPH2	YKL191W	0.000145464339294555	0.000113050431721789	0.000126999021650251
P32462	Delta(14)-sterol reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG24 PE=1 SV=1	ERG24	YNL280C	4.32646093608977e-05	3.70325010149875e-05	4.07352219850771e-05
P32463	Acyl carrier protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACP1 PE=1 SV=1	ACP1	YKL192C	5.78828698204549e-05	4.58006249869815e-05	5.06334959263686e-05
P32464	Protein HYM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HYM1 PE=1 SV=1	HYM1	YKL189W	1.0432414833589e-06	8.61343551862949e-07	9.91182103569356e-07
P32465	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT1 PE=1 SV=1	HXT1	YHR094C	3.26817328869657e-05	2.6223534689082e-05	2.73548044278602e-05
P32466	Low-affinity glucose transporter HXT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT3 PE=1 SV=1	HXT3	YDR345C	0.000175986370205508	0.000151056198672285	0.000162078237138822
P32467	Low-affinity glucose transporter HXT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXT4 PE=1 SV=1	HXT4	YHR092C	0.000125106152609767	0.000113877285183961	0.000119008972039891
P32468	Cell division control protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC12 PE=1 SV=1	CDC12	YHR107C	3.05804145970217e-05	2.70186589227679e-05	2.88195835215338e-05
P32469	Diphthine methyl ester synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DPH5 PE=1 SV=1	DPH5	YLR172C	2.94660232625941e-05	2.5691740974258e-05	2.72928602304496e-05
P32471	Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFB1 PE=1 SV=4	EFB1	YAL003W	0.0011149853038466	0.000971803237045978	0.0010293396977215
P32472	Peptidyl-prolyl cis-trans isomerase FPR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FPR2 PE=1 SV=1	FPR2	YDR519W	1.05538705125611e-05	7.89002807414563e-06	8.55934744520574e-06
P32473	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDB1 PE=1 SV=2	PDB1	YBR221C	0.000587883121366112	0.000466710537975738	0.000504139026367941
P32474	Protein disulfide-isomerase EUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EUG1 PE=1 SV=1	EUG1	YDR518W	8.7613577524143e-06	7.4161042756788e-06	8.20268166120451e-06
P32476	Squalene monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG1 PE=1 SV=2	ERG1	YGR175C	0.000111803742330435	9.35123479346226e-05	0.000101347974814638
P32477	Glutamate--cysteine ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSH1 PE=1 SV=1	GSH1	YJL101C	6.25821087298039e-05	5.0749837922087e-05	5.38682415018365e-05
P32478	Cell wall mannoprotein HSP150 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP150 PE=1 SV=2	HSP150	YJL159W	0.000187661714444565	0.000199397192396753	0.000171858062759791
P32479	Protein HIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIR1 PE=1 SV=3	HIR1	YBL008W	4.01976888213084e-06	3.23940657187202e-06	3.72342187288278e-06
P32480	Protein HIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIR2 PE=1 SV=2	HIR2	YOR038C	5.06348201393159e-06	4.17739534930281e-06	4.41377843493898e-06
P32481	Eukaryotic translation initiation factor 2 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD11 PE=1 SV=1	GCD11	YER025W	0.000311030824226931	0.000269348001389354	0.000283638582362765
P32485	Mitogen-activated protein kinase HOG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOG1 PE=1 SV=2	HOG1	YLR113W	2.5835075803008e-05	2.20442502655535e-05	2.38410220488357e-05
P32486	Beta-glucan synthesis-associated protein KRE6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE6 PE=1 SV=2	KRE6	YPR159W	5.18987523883141e-05	4.36788443974636e-05	4.74943533294546e-05
P32487	Lysine-specific permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYP1 PE=1 SV=2	LYP1	YNL268W	1.31427627312452e-05	1.15518135693133e-05	1.21380558561586e-05
P32490	MAP kinase kinase MKK1/SSP32 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MKK1 PE=1 SV=1	MKK1	YOR231W	1.0029385425727e-05	7.37253190913822e-06	8.00832627448745e-06
P32491	MAP kinase kinase MKK2/SSP33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MKK2 PE=1 SV=2	MKK2	YPL140C	1.05068550870802e-06	7.85401157284199e-07	8.65958524705335e-07
P32492	Myosin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MYO4 PE=1 SV=1	MYO4	YAL029C	1.77852815356172e-05	1.51920627181454e-05	1.60085859461352e-05
P32494	Chromatin-remodeling complexes subunit NGG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NGG1 PE=1 SV=1	NGG1	YDR176W	6.40988434158922e-06	5.52634482880154e-06	5.97809666682176e-06
P32495	H/ACA ribonucleoprotein complex subunit NHP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHP2 PE=1 SV=2	NHP2	YDL208W	3.04716770180185e-05	2.74878325238933e-05	2.92902573604373e-05
P32496	26S proteasome regulatory subunit RPN12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN12 PE=1 SV=3	RPN12	YFR052W	6.6697398081597e-05	5.80338975532862e-05	5.921701652253e-05
P32497	Eukaryotic translation initiation factor 3 subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NIP1 PE=1 SV=2	NIP1	YMR309C	0.000258278725431575	0.000218416937313708	0.000232515761449716
P32499	Nucleoporin NUP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP2 PE=1 SV=2	NUP2	YLR335W	5.80561725838876e-05	5.15693985458455e-05	5.24122676973861e-05
P32500	Nucleoporin NDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NDC1 PE=1 SV=1	NDC1	YML031W	2.68569741786409e-05	2.31477531838688e-05	2.42971298201192e-05
P32501	Translation initiation factor eIF-2B subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD6 PE=1 SV=1	GCD6	YDR211W	4.06298642462423e-05	3.48890459384828e-05	3.75926638289122e-05
P32502	Translation initiation factor eIF-2B subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD7 PE=1 SV=1	GCD7	YLR291C	1.56747241789588e-05	1.33368121490421e-05	1.37974419872297e-05
P32504	Centromere DNA-binding protein complex CBF3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBF2 PE=1 SV=1	CBF2	YGR140W	1.18877107339497e-05	9.90585819115642e-06	1.11948947071452e-05
P32505	Nuclear polyadenylated RNA-binding protein NAB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAB2 PE=1 SV=1	NAB2	YGL122C	1.61577866313621e-05	1.45189191499403e-05	1.48768495791966e-05
P32521	Actin cytoskeleton-regulatory complex protein PAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN1 PE=1 SV=2	PAN1	YIR006C	8.723220705443e-05	7.28019919654089e-05	7.91552263022392e-05
P32523	Pre-mRNA-processing factor 19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP19 PE=1 SV=2	PRP19	YLL036C	1.00823147188148e-05	8.13850031372761e-06	8.7153611919387e-06
P32524	Pre-mRNA-splicing factor PRP21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP21 PE=1 SV=1	PRP21	YJL203W	3.49936304587313e-06	3.01866527673216e-06	3.19610380119847e-06
P32525	Protein ECM25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM25 PE=1 SV=2	ECM25	YJL201W	1.08152856594014e-05	9.16406301778884e-06	1.01626767402057e-05
P32527	Zuotin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZUO1 PE=1 SV=1	ZUO1	YGR285C	0.00023066563995044	0.000203393859387862	0.00021419388819582
P32528	Urea amidolyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUR1,2 PE=1 SV=2	DUR1,2	YBR208C	6.75545974327495e-06	6.07063391829618e-06	6.10540310101216e-06
P32529	DNA-directed RNA polymerase I subunit RPA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA12 PE=1 SV=1	RPA12	YJR063W	9.19219826927136e-06	7.48070484065885e-06	7.91121521568505e-06
P32558	FACT complex subunit SPT16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT16 PE=1 SV=1	SPT16	YGL207W	9.29714344971198e-05	8.14029311659213e-05	8.58622504400329e-05
P32561	Histone deacetylase RPD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPD3 PE=1 SV=1	RPD3	YNL330C	9.94420420718538e-06	8.47814705060012e-06	9.33061374067141e-06
P32563	V-type proton ATPase subunit a, vacuolar isoform OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPH1 PE=1 SV=3	VPH1	YOR270C	0.000170821419662166	0.00014474127673285	0.000164668477769821
P32564	Protein SCM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCM4 PE=1 SV=1	SCM4	YGR049W	1.15080761316993e-05	1.03560384781412e-05	1.06410961362102e-05
P32565	26S proteasome regulatory subunit RPN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN2 PE=1 SV=4	RPN2	YIL075C	0.000170552565040725	0.000148415183073088	0.000154296525974414
P32566	Cell wall assembly regulator SMI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMI1 PE=1 SV=1	SMI1	YGR229C	3.32336508705755e-05	2.72813304241267e-05	2.96522676810626e-05
P32567	Phosphatidic acid phosphohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAH1 PE=1 SV=1	PAH1	YMR165C	6.86010978586728e-06	5.81882986189203e-06	6.21274429476621e-06
P32568	Protein SNQ2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNQ2 PE=1 SV=2	SNQ2	YDR011W	2.48151844641557e-05	2.02155336999387e-05	2.16685323455134e-05
P32569	Mediator of RNA polymerase II transcription subunit 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRB4 PE=1 SV=1	SRB4	YER022W	6.44136440475445e-06	5.59062782781016e-06	5.9629337255108e-06
P32570	Mediator of RNA polymerase II transcription subunit 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRB6 PE=1 SV=1	SRB6	YBR253W	1.88911382315919e-06	1.42990826538919e-06	1.41229433611727e-06
P32571	Ubiquitin carboxyl-terminal hydrolase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOA4 PE=1 SV=2	DOA4	YDR069C	3.13956072992565e-05	2.56522044899053e-05	2.7909676545693e-05
P32578	SNF1 protein kinase subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIP1 PE=1 SV=2	SIP1	YDR422C	5.0780998246412e-06	3.88875829045041e-06	4.51173923406558e-06
P32579	Threonylcarbamoyl-AMP synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUA5 PE=1 SV=1	SUA5	YGL169W	8.20061842050637e-06	6.65489343421491e-06	6.9414903505992e-06
P32580	ATP-dependent RNA helicase SUV3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUV3 PE=1 SV=2	SUV3	YPL029W	1.00995523200943e-06	8.9106684136646e-07	9.44208656450611e-07
P32582	Cystathionine beta-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS4 PE=1 SV=1	CYS4	YGR155W	0.000243281044854532	0.000209943763120872	0.000221447385182985
P32583	Suppressor protein SRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP40 PE=1 SV=2	SRP40	YKR092C	7.2870092805948e-05	6.47969179103661e-05	6.55850889147933e-05
P32584	Protein-S-isoprenylcysteine O-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE14 PE=1 SV=1	STE14	YDR410C	3.54234117496891e-07	3.36726975863546e-07	3.02494552953852e-07
P32585	Mediator of RNA polymerase II transcription subunit 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRB5 PE=1 SV=1	SRB5	YGR104C	9.93680833916664e-06	8.34534269351905e-06	8.76031797749355e-06
P32588	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUB1 PE=1 SV=4	PUB1	YNL016W	0.000210204044830034	0.000175894012181707	0.00018267239127069
P32589	Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE1 PE=1 SV=4	SSE1	YPL106C	0.0011645728439072	0.00100924486686325	0.00106666066420498
P32590	Heat shock protein homolog SSE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE2 PE=1 SV=3	SSE2	YBR169C	1.26880166745203e-05	1.09826700615543e-05	1.16908031661947e-05
P32591	SWI/SNF complex subunit SWI3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWI3 PE=1 SV=1	SWI3	YJL176C	1.97989126348871e-05	1.64636193835232e-05	1.73849823707964e-05
P32597	Nuclear protein STH1/NPS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STH1 PE=1 SV=1	STH1	YIL126W	5.25131913307062e-05	4.44052146590061e-05	5.01660769778089e-05
P32598	Serine/threonine-protein phosphatase PP1-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLC7 PE=1 SV=1	GLC7	YER133W	7.83106839171072e-05	6.6888112576526e-05	7.17722168669489e-05
